N,num_procesos,pi_est,real_time
400000,8,3.136810000,0.001432086
600000,8,3.139366667,0.001493541
900000,8,3.140542222,0.002843974
1350000,8,3.140358519,0.004801720
2025000,8,3.141129877,0.004464725
3037500,8,3.141076729,0.010374120
4556250,8,3.142217017,0.011595569
6834375,8,3.141308750,0.024420242
10251562,8,3.141995170,0.025975140
15377343,8,3.141629994,0.040750535
23066015,8,3.141660057,0.059857184
34599022,8,3.141814785,0.132734809
51898533,8,3.141705060,0.122623305
77847800,8,3.141779832,0.180472278
116771700,8,3.141564750,0.254361517
175157550,8,3.141669605,0.282987857
262736325,8,3.141637365,0.425834421
394104487,8,3.141622831,0.663809084
591156730,8,3.141584226,0.973684584
886735095,8,3.141597749,1.437953646
1330102642,8,3.141606161,2.150545196
175157550,8,3.141683786,0.291981397
262736325,8,3.141644094,0.429867892
394104487,8,3.141578629,0.657384044
591156730,8,3.141566329,0.998283783
886735095,8,3.141580431,1.402524235
1330102642,8,3.141546830,2.179203843
175157550,8,3.141468072,0.287401059
262736325,8,3.141653350,0.450906369
394104487,8,3.141519193,0.640104946
591156730,8,3.141618647,0.991098369
886735095,8,3.141552847,1.484160754
1330102642,8,3.141603947,2.221366264
175157550,8,3.141746107,0.278417143
262736325,8,3.141585617,0.441951334
394104487,8,3.141642835,0.645457312
591156730,8,3.141591609,0.970951297
886735095,8,3.141600121,1.490717703
1330102642,8,3.141582280,2.173648179
175157550,8,3.141494517,0.295530357
262736325,8,3.141454231,0.441965783
394104487,8,3.141612519,0.645135816
591156730,8,3.141568278,1.014113198
886735095,8,3.141563023,1.484746083
1330102642,8,3.141604245,2.230192345
175157550,8,3.141534458,0.286562311
262736325,8,3.141620907,0.437540223
394104487,8,3.141565496,0.662386180
591156730,8,3.141608518,0.993262729
886735095,8,3.141592281,1.466464519
1330102642,8,3.141607628,2.233129167
175157550,8,3.141368207,0.296776922
262736325,8,3.141621014,0.429292742
394104487,8,3.141610895,0.674277220
591156730,8,3.141550861,0.993779417
886735095,8,3.141591641,1.455692675
1330102642,8,3.141602023,2.189372674
175157550,8,3.141559053,0.306452675
262736325,8,3.141539533,0.443488610
394104487,8,3.141656771,0.648516321
591156730,8,3.141585891,0.985476060
886735095,8,3.141566429,1.454620511
1330102642,8,3.141583822,2.178813086
175157550,8,3.141662320,0.299711268
262736325,8,3.141606794,0.432250833
394104487,8,3.141531931,0.648501910
591156730,8,3.141555774,0.987669816
886735095,8,3.141596255,1.461520151
1330102642,8,3.141597142,2.218520736
175157550,8,3.141580428,0.287953255
262736325,8,3.141607221,0.435640656
394104487,8,3.141572844,0.666665550
591156730,8,3.141595750,0.983143443
886735095,8,3.141566352,1.455340386
1330102642,8,3.141597256,2.192922835
