N,num_threads,pi_est,real_time
51898533,12,3.141716010,0.091195822
77847800,12,3.141639969,0.132395029
116771700,12,3.141642367,0.187376976
400000,12,3.140740000,0.000970125
600000,12,3.141193333,0.001281023
900000,12,3.142017778,0.004166126
1350000,12,3.139727407,0.005187988
2025000,12,3.139741235,0.006356001
3037500,12,3.140158683,0.007106066
4556250,12,3.141034842,0.010269880
6834375,12,3.140968413,0.010000229
10251562,12,3.141785027,0.023801804
15377343,12,3.141842385,0.037117004
23066015,12,3.141585749,0.054279089
34599022,12,3.141255842,0.069457054
51898533,12,3.141400779,0.094977140
77847800,12,3.141548149,0.131949902
116771700,12,3.141570055,0.187539816
400000,12,3.141530000,0.001123905
600000,12,3.140793333,0.001539946
900000,12,3.141084444,0.002406120
1350000,12,3.140871111,0.005003929
2025000,12,3.139741235,0.005038023
3037500,12,3.140158683,0.013129950
4556250,12,3.141034842,0.008572102
6834375,12,3.140968413,0.019315958
10251562,12,3.141785027,0.019726992
15377343,12,3.141842385,0.043126106
23066015,12,3.141585749,0.049017906
34599022,12,3.141255842,0.068136930
51898533,12,3.141400779,0.093830109
77847800,12,3.141611298,0.132411957
116771700,12,3.141637434,0.186978102
175157550,12,3.141661961,0.241729975
262736325,12,3.141632022,0.336616993
394104487,12,3.141578939,0.496210098
591156730,12,3.141583904,0.732657909
886735095,12,3.141574326,1.133279800
1330102642,12,3.141596617,1.622463942
175157550,12,3.141500575,0.254616976
262736325,12,3.141556661,0.356108189
394104487,12,3.141589027,0.543405056
591156730,12,3.141562022,0.760829926
886735095,12,3.141607982,1.124793053
1330102642,12,3.141578098,1.643559933
175157550,12,3.141495962,0.252863884
262736325,12,3.141572434,0.355774164
394104487,12,3.141524344,0.512695074
591156730,12,3.141598317,0.773841143
886735095,12,3.141626255,1.114475012
1330102642,12,3.141546609,1.664654970
175157550,12,3.141524416,0.247786045
262736325,12,3.141511567,0.357674837
394104487,12,3.141480802,0.518560171
591156730,12,3.141509379,0.752414942
886735095,12,3.141622692,1.108603001
1330102642,12,3.141568023,1.704684019
175157550,12,3.141752143,0.241749048
262736325,12,3.141739765,0.348983049
394104487,12,3.141697780,0.516641855
591156730,12,3.141591314,0.741489887
886735095,12,3.141587443,1.116411209
1330102642,12,3.141585192,1.694174051
175157550,12,3.141394133,0.240017176
262736325,12,3.141612550,0.351023912
394104487,12,3.141630874,0.516591787
591156730,12,3.141491117,0.759676933
886735095,12,3.141568980,1.138909817
1330102642,12,3.141557336,1.681643009
175157550,12,3.141453303,0.275500059
262736325,12,3.141494241,0.357991934
394104487,12,3.141575396,0.509562016
591156730,12,3.141591192,0.757058859
886735095,12,3.141593344,1.115478039
1330102642,12,3.141592349,1.651906013
175157550,12,3.141562508,0.253715992
262736325,12,3.141624988,0.349519968
394104487,12,3.141624754,0.503850937
591156730,12,3.141617290,0.742408037
886735095,12,3.141609971,1.099875927
1330102642,12,3.141567771,1.645889044
175157550,12,3.141468649,0.240801096
262736325,12,3.141583395,0.350924015
394104487,12,3.141563856,0.505426168
591156730,12,3.141546134,0.773851156
886735095,12,3.141585680,1.114806890
1330102642,12,3.141607082,1.655364037
175157550,12,3.141395778,0.253418922
262736325,12,3.141561320,0.357923031
394104487,12,3.141526374,0.528269053
591156730,12,3.141547481,0.784110069
886735095,12,3.141609705,1.108970881
1330102642,12,3.141567852,1.651541948
