modo,algoritmo,tamaño,workers,iteracion,tiempo
OpenMP,Needles,10251562,8,6,0.0392
OpenMP,Needles,15377343,8,6,0.0617
OpenMP,Needles,23066015,8,6,0.0814
OpenMP,Needles,34599022,8,6,0.1174
OpenMP,Needles,51898533,8,6,0.1715
OpenMP,Needles,77847800,8,6,0.2578
OpenMP,Needles,116771700,8,6,0.3553
OpenMP,Needles,175157550,8,6,0.5353
OpenMP,Needles,262736325,8,6,0.7933
OpenMP,Needles,394104487,8,6,1.2682
OpenMP,Needles,591156730,8,6,1.9077
OpenMP,Needles,886735095,8,6,2.5970
OpenMP,Needles,1330102642,8,6,3.8450
OpenMP,Needles,400000,8,7,0.0031
OpenMP,Needles,600000,8,7,0.0034
OpenMP,Needles,900000,8,7,0.0150
OpenMP,Needles,1350000,8,7,0.0070
OpenMP,Needles,2025000,8,7,0.0084
OpenMP,Needles,3037500,8,7,0.0264
OpenMP,Needles,4556250,8,7,0.0290
OpenMP,Needles,6834375,8,7,0.0360
OpenMP,Needles,10251562,8,7,0.0492
OpenMP,Needles,15377343,8,7,0.0638
OpenMP,Needles,23066015,8,7,0.0749
OpenMP,Needles,34599022,8,7,0.1202
OpenMP,Needles,51898533,8,7,0.1630
OpenMP,Needles,77847800,8,7,0.2476
OpenMP,Needles,116771700,8,7,0.3577
OpenMP,Needles,175157550,8,7,0.5312
OpenMP,Needles,262736325,8,7,0.7820
OpenMP,Needles,394104487,8,7,1.1880
OpenMP,Needles,591156730,8,7,1.7684
OpenMP,Needles,886735095,8,7,2.6785
OpenMP,Needles,1330102642,8,7,4.0545
OpenMP,Needles,400000,8,8,0.0029
OpenMP,Needles,600000,8,8,0.0032
OpenMP,Needles,900000,8,8,0.0196
OpenMP,Needles,1350000,8,8,0.0065
OpenMP,Needles,2025000,8,8,0.0083
OpenMP,Needles,3037500,8,8,0.0220
OpenMP,Needles,4556250,8,8,0.0219
OpenMP,Needles,6834375,8,8,0.0354
OpenMP,Needles,10251562,8,8,0.0394
OpenMP,Needles,15377343,8,8,0.0677
OpenMP,Needles,23066015,8,8,0.0835
OpenMP,Needles,34599022,8,8,0.1224
OpenMP,Needles,51898533,8,8,0.1935
OpenMP,Needles,77847800,8,8,0.2547
OpenMP,Needles,116771700,8,8,0.3622
OpenMP,Needles,175157550,8,8,0.5463
OpenMP,Needles,262736325,8,8,0.8361
OpenMP,Needles,394104487,8,8,1.1999
OpenMP,Needles,591156730,8,8,1.8468
OpenMP,Needles,886735095,8,8,2.7138
OpenMP,Needles,1330102642,8,8,4.1687
OpenMP,Needles,400000,8,9,0.0029
OpenMP,Needles,600000,8,9,0.0033
OpenMP,Needles,900000,8,9,0.0145
OpenMP,Needles,1350000,8,9,0.0065
OpenMP,Needles,2025000,8,9,0.0084
OpenMP,Needles,3037500,8,9,0.0276
OpenMP,Needles,4556250,8,9,0.0207
OpenMP,Needles,6834375,8,9,0.0331
OpenMP,Needles,10251562,8,9,0.0535
OpenMP,Needles,15377343,8,9,0.0620
OpenMP,Needles,23066015,8,9,0.0835
OpenMP,Needles,34599022,8,9,0.1228
OpenMP,Needles,51898533,8,9,0.1769
OpenMP,Needles,77847800,8,9,0.2525
OpenMP,Needles,116771700,8,9,0.3585
OpenMP,Needles,175157550,8,9,0.5571
OpenMP,Needles,262736325,8,9,0.8171
