modo,algoritmo,tamaño,workers,iteracion,tiempo
OpenMP,Dartboard,900000,4,6,0.0115
OpenMP,Dartboard,1350000,4,6,0.0047
OpenMP,Dartboard,2025000,4,6,0.0059
OpenMP,Dartboard,3037500,4,6,0.0131
OpenMP,Dartboard,4556250,4,6,0.0153
OpenMP,Dartboard,6834375,4,6,0.0223
OpenMP,Dartboard,10251562,4,6,0.0332
OpenMP,Dartboard,15377343,4,6,0.0415
OpenMP,Dartboard,23066015,4,6,0.0597
OpenMP,Dartboard,34599022,4,6,0.0845
OpenMP,Dartboard,51898533,4,6,0.1269
OpenMP,Dartboard,77847800,4,6,0.1854
OpenMP,Dartboard,116771700,4,6,0.2748
OpenMP,Dartboard,175157550,4,6,0.4095
OpenMP,Dartboard,262736325,4,6,0.6127
OpenMP,Dartboard,394104487,4,6,0.9269
OpenMP,Dartboard,591156730,4,6,1.3690
OpenMP,Dartboard,886735095,4,6,2.0539
OpenMP,Dartboard,1330102642,4,6,3.0589
OpenMP,Dartboard,400000,4,7,0.0030
OpenMP,Dartboard,600000,4,7,0.0032
OpenMP,Dartboard,900000,4,7,0.0057
OpenMP,Dartboard,1350000,4,7,0.0100
OpenMP,Dartboard,2025000,4,7,0.0073
OpenMP,Dartboard,3037500,4,7,0.0128
OpenMP,Dartboard,4556250,4,7,0.0218
OpenMP,Dartboard,6834375,4,7,0.0234
OpenMP,Dartboard,10251562,4,7,0.0310
OpenMP,Dartboard,15377343,4,7,0.0451
OpenMP,Dartboard,23066015,4,7,0.0600
OpenMP,Dartboard,34599022,4,7,0.0866
OpenMP,Dartboard,51898533,4,7,0.1254
OpenMP,Dartboard,77847800,4,7,0.1858
OpenMP,Dartboard,116771700,4,7,0.2750
OpenMP,Dartboard,175157550,4,7,0.4088
OpenMP,Dartboard,262736325,4,7,0.6096
OpenMP,Dartboard,394104487,4,7,0.9116
OpenMP,Dartboard,591156730,4,7,1.3785
OpenMP,Dartboard,886735095,4,7,2.0468
OpenMP,Dartboard,1330102642,4,7,3.0617
OpenMP,Dartboard,400000,4,8,0.0029
OpenMP,Dartboard,600000,4,8,0.0028
OpenMP,Dartboard,900000,4,8,0.0077
OpenMP,Dartboard,1350000,4,8,0.0054
OpenMP,Dartboard,2025000,4,8,0.0061
OpenMP,Dartboard,3037500,4,8,0.0102
OpenMP,Dartboard,4556250,4,8,0.0143
OpenMP,Dartboard,6834375,4,8,0.0233
OpenMP,Dartboard,10251562,4,8,0.0287
OpenMP,Dartboard,15377343,4,8,0.0425
OpenMP,Dartboard,23066015,4,8,0.0594
OpenMP,Dartboard,34599022,4,8,0.0868
OpenMP,Dartboard,51898533,4,8,0.1255
OpenMP,Dartboard,77847800,4,8,0.1870
OpenMP,Dartboard,116771700,4,8,0.2773
OpenMP,Dartboard,175157550,4,8,0.4088
OpenMP,Dartboard,262736325,4,8,0.6111
OpenMP,Dartboard,394104487,4,8,0.9111
OpenMP,Dartboard,591156730,4,8,1.3642
OpenMP,Dartboard,886735095,4,8,2.0418
OpenMP,Dartboard,1330102642,4,8,3.0579
OpenMP,Dartboard,400000,4,9,0.0030
OpenMP,Dartboard,600000,4,9,0.0036
OpenMP,Dartboard,900000,4,9,0.0098
OpenMP,Dartboard,1350000,4,9,0.0103
OpenMP,Dartboard,2025000,4,9,0.0068
OpenMP,Dartboard,3037500,4,9,0.0168
OpenMP,Dartboard,4556250,4,9,0.0162
OpenMP,Dartboard,6834375,4,9,0.0200
OpenMP,Dartboard,10251562,4,9,0.0335
OpenMP,Dartboard,15377343,4,9,0.0425
OpenMP,Dartboard,23066015,4,9,0.0597
OpenMP,Dartboard,34599022,4,9,0.0862
OpenMP,Dartboard,51898533,4,9,0.1264
OpenMP,Dartboard,77847800,4,9,0.2000
OpenMP,Dartboard,116771700,4,9,0.2774
OpenMP,Dartboard,175157550,4,9,0.4112
OpenMP,Dartboard,262736325,4,9,0.6073
OpenMP,Dartboard,394104487,4,9,0.9136
OpenMP,Dartboard,591156730,4,9,1.3619
OpenMP,Dartboard,886735095,4,9,2.0406
OpenMP,Dartboard,1330102642,4,9,3.0535
OpenMP,Dartboard,400000,4,10,0.0029
OpenMP,Dartboard,600000,4,10,0.0030
OpenMP,Dartboard,900000,4,10,0.0076
OpenMP,Dartboard,1350000,4,10,0.0062
OpenMP,Dartboard,2025000,4,10,0.0060
OpenMP,Dartboard,3037500,4,10,0.0101
OpenMP,Dartboard,4556250,4,10,0.0144
OpenMP,Dartboard,6834375,4,10,0.0230
OpenMP,Dartboard,10251562,4,10,0.0298
OpenMP,Dartboard,15377343,4,10,0.0431
OpenMP,Dartboard,23066015,4,10,0.0576
OpenMP,Dartboard,34599022,4,10,0.0858
OpenMP,Dartboard,51898533,4,10,0.1277
OpenMP,Dartboard,77847800,4,10,0.1850
OpenMP,Dartboard,116771700,4,10,0.2729
OpenMP,Dartboard,175157550,4,10,0.4098
OpenMP,Dartboard,262736325,4,10,0.6088
OpenMP,Dartboard,394104487,4,10,0.9109
OpenMP,Dartboard,591156730,4,10,1.3773
OpenMP,Dartboard,886735095,4,10,2.0384
OpenMP,Dartboard,1330102642,4,10,3.0658
OpenMP,Dartboard,400000,8,1,0.0028
OpenMP,Dartboard,600000,8,1,0.0029
OpenMP,Dartboard,900000,8,1,0.0063
OpenMP,Dartboard,1350000,8,1,0.0087
OpenMP,Dartboard,2025000,8,1,0.0052
OpenMP,Dartboard,3037500,8,1,0.0144
OpenMP,Dartboard,4556250,8,1,0.0194
OpenMP,Dartboard,6834375,8,1,0.0251
OpenMP,Dartboard,10251562,8,1,0.0315
OpenMP,Dartboard,15377343,8,1,0.0386
OpenMP,Dartboard,23066015,8,1,0.0572
OpenMP,Dartboard,34599022,8,1,0.0648
OpenMP,Dartboard,51898533,8,1,0.1013
OpenMP,Dartboard,77847800,8,1,0.1358
OpenMP,Dartboard,116771700,8,1,0.2023
